Publication Type,Authors,Article Title,Source Title,Publication Year,Author Keywords,Abstract,Research Areas,Open Access,Satellite,Application,Domain,ML Technique,Algorithm Complexity,Accuracy (%),F1-score (%),Precision (%),Recall (%),Producer accuracy (%),User accuracy (%),Pixel accuracy,Kappa (%),IoU (%),MIoU (%),Dice (%),R-squared,RMSE,MAE,Parameter Description
J,"Fan, DL; He, HC; Wang, RS; Zeng, Y; Fu, BL; Xiong, YK; Liu, LL; Xu, Y; Gao, ET",CHLNET: A novel hybrid 1D CNN-SVR algorithm for estimating ocean surface chlorophyll-a,FRONTIERS IN MARINE SCIENCE,2022,chlorophyll-a inversion; hybrid algorithm; one-dimensional convolution neural network; feature extraction; ocean color; cross-water types,"Developing a unified chlorophyll-a (Chla) inversion algorithm for cross-water types is a significant challenge owing to the insufficiency of input features and training samples. Although machine learning algorithms can build a consistent model for different trophic waters, the accuracy of the inversion is dependent on the quality of the extended features. Here, we designed a novel hybrid framework called CHLNET, which combines a one-dimensional convolutional neural network (1D CNN) and support vector regression (SVR). The 1D CNN is used to extract features from the original band features, and the SVR is used to perform a fit of Chla. CHLNET is trained and tested using match-up pairs of SeaWiFS remote sensing reflectance [Rrs(lambda)] in situ with Chla ranging from 0.009 mg/m(3) to 138.046 mg/m(3), which covers mostly ocean water types. Performance metrics in the log space of CHLNET were better than those of the state-of-the-art algorithms on the testing dataset, and CHLNET had the best overall performance with the largest cover area in the star plot. The frequency distribution of predicted Chla by CHLNET was more consistent with that of in situ Chla. While the spatial pattern was not smooth in low Chla concentration waters, CHLNET demonstrated excellent mapping ability at the global and local scales in high Chla concentration waters. Through the band-shift method, which transfers the Rrs(lambda) of MERIS and MODIS-Aqua to the Rrs(lambda) of SeaWiFS in the visible spectral range, CHLNET obtained better accuracy than the blended algorithm of OCx and CI on MERIS and MODIS-Aqua matchups, which validates the generalization of CHLNET on cross-sensor types. The results indicate that CHLNET avoids the drawbacks of manually constructing extended features and the need for merging water type-appropriate algorithms for Chla retrieval, as well as provides a new idea for unified Chla concentration inversion across water types. Thus, CHLNET may serve as an alternative approach for Chla inversion.",Environmental Sciences & Ecology; Marine & Freshwater Biology,yes,SeaWiFS,Estimating ocean surface chlorophyll-a,Water,Regression,no,,,,,,,,,,,,0.874,"8,178","1,487",Chl-a (mg/m3)
J,"Fan, DL; He, HC; Wang, RS; Zeng, Y; Fu, BL; Xiong, YK; Liu, LL; Xu, Y; Gao, ET",CHLNET: A novel hybrid 1D CNN-SVR algorithm for estimating ocean surface chlorophyll-a,FRONTIERS IN MARINE SCIENCE,2022,chlorophyll-a inversion; hybrid algorithm; one-dimensional convolution neural network; feature extraction; ocean color; cross-water types,"Developing a unified chlorophyll-a (Chla) inversion algorithm for cross-water types is a significant challenge owing to the insufficiency of input features and training samples. Although machine learning algorithms can build a consistent model for different trophic waters, the accuracy of the inversion is dependent on the quality of the extended features. Here, we designed a novel hybrid framework called CHLNET, which combines a one-dimensional convolutional neural network (1D CNN) and support vector regression (SVR). The 1D CNN is used to extract features from the original band features, and the SVR is used to perform a fit of Chla. CHLNET is trained and tested using match-up pairs of SeaWiFS remote sensing reflectance [Rrs(lambda)] in situ with Chla ranging from 0.009 mg/m(3) to 138.046 mg/m(3), which covers mostly ocean water types. Performance metrics in the log space of CHLNET were better than those of the state-of-the-art algorithms on the testing dataset, and CHLNET had the best overall performance with the largest cover area in the star plot. The frequency distribution of predicted Chla by CHLNET was more consistent with that of in situ Chla. While the spatial pattern was not smooth in low Chla concentration waters, CHLNET demonstrated excellent mapping ability at the global and local scales in high Chla concentration waters. Through the band-shift method, which transfers the Rrs(lambda) of MERIS and MODIS-Aqua to the Rrs(lambda) of SeaWiFS in the visible spectral range, CHLNET obtained better accuracy than the blended algorithm of OCx and CI on MERIS and MODIS-Aqua matchups, which validates the generalization of CHLNET on cross-sensor types. The results indicate that CHLNET avoids the drawbacks of manually constructing extended features and the need for merging water type-appropriate algorithms for Chla retrieval, as well as provides a new idea for unified Chla concentration inversion across water types. Thus, CHLNET may serve as an alternative approach for Chla inversion.",Environmental Sciences & Ecology; Marine & Freshwater Biology,yes,MERIS,Estimating ocean surface chlorophyll-a,Water,Regression,no,,,,,,,,,,,,0.915,"12,523","1,465",Chl-a (mg/m3)
J,"Fan, DL; He, HC; Wang, RS; Zeng, Y; Fu, BL; Xiong, YK; Liu, LL; Xu, Y; Gao, ET",CHLNET: A novel hybrid 1D CNN-SVR algorithm for estimating ocean surface chlorophyll-a,FRONTIERS IN MARINE SCIENCE,2022,chlorophyll-a inversion; hybrid algorithm; one-dimensional convolution neural network; feature extraction; ocean color; cross-water types,"Developing a unified chlorophyll-a (Chla) inversion algorithm for cross-water types is a significant challenge owing to the insufficiency of input features and training samples. Although machine learning algorithms can build a consistent model for different trophic waters, the accuracy of the inversion is dependent on the quality of the extended features. Here, we designed a novel hybrid framework called CHLNET, which combines a one-dimensional convolutional neural network (1D CNN) and support vector regression (SVR). The 1D CNN is used to extract features from the original band features, and the SVR is used to perform a fit of Chla. CHLNET is trained and tested using match-up pairs of SeaWiFS remote sensing reflectance [Rrs(lambda)] in situ with Chla ranging from 0.009 mg/m(3) to 138.046 mg/m(3), which covers mostly ocean water types. Performance metrics in the log space of CHLNET were better than those of the state-of-the-art algorithms on the testing dataset, and CHLNET had the best overall performance with the largest cover area in the star plot. The frequency distribution of predicted Chla by CHLNET was more consistent with that of in situ Chla. While the spatial pattern was not smooth in low Chla concentration waters, CHLNET demonstrated excellent mapping ability at the global and local scales in high Chla concentration waters. Through the band-shift method, which transfers the Rrs(lambda) of MERIS and MODIS-Aqua to the Rrs(lambda) of SeaWiFS in the visible spectral range, CHLNET obtained better accuracy than the blended algorithm of OCx and CI on MERIS and MODIS-Aqua matchups, which validates the generalization of CHLNET on cross-sensor types. The results indicate that CHLNET avoids the drawbacks of manually constructing extended features and the need for merging water type-appropriate algorithms for Chla retrieval, as well as provides a new idea for unified Chla concentration inversion across water types. Thus, CHLNET may serve as an alternative approach for Chla inversion.",Environmental Sciences & Ecology; Marine & Freshwater Biology,yes,MODIS,Estimating ocean surface chlorophyll-a,Water,Regression,no,,,,,,,,,,,,0.894,"6,727","1,448",Chl-a (mg/m3)
J,"Ma, N; Sun, L; Zhou, CH; He, YW",Cloud Detection Algorithm for Multi-Satellite Remote Sensing Imagery Based on a Spectral Library and 1D Convolutional Neural Network,REMOTE SENSING,2021,ASTER spectral library; hyperspectral data; 1D convolutional neural network; cloud detection; data simulation; multi-satellite remote sensing images,"Automatic cloud detection in remote sensing images is of great significance. Deep-learning-based methods can achieve cloud detection with high accuracy; however, network training heavily relies on a large number of labels. Manually labelling pixel-wise level cloud and non-cloud annotations for many remote sensing images is laborious and requires expert-level knowledge. Different types of satellite images cannot share a set of training data, due to the difference in spectral range and spatial resolution between them. Hence, labelled samples in each upcoming satellite image are required to train a new deep-learning-based model. In order to overcome such a limitation, a novel cloud detection algorithm based on a spectral library and convolutional neural network (CD-SLCNN) was proposed in this paper. In this method, the residual learning and one-dimensional CNN (Res-1D-CNN) was used to accurately capture the spectral information of the pixels based on the prior spectral library, effectively preventing errors due to the uncertainties in thin clouds, broken clouds, and clear-sky pixels during remote sensing interpretation. Benefiting from data simulation, the method is suitable for the cloud detection of different types of multispectral data. A total of 62 Landsat-8 Operational Land Imagers (OLI), 25 Moderate Resolution Imaging Spectroradiometers (MODIS), and 20 Sentinel-2 satellite images acquired at different times and over different types of underlying surfaces, such as a high vegetation coverage, urban area, bare soil, water, and mountains, were used for cloud detection validation and quantitative analysis, and the cloud detection results were compared with the results from the function of the mask, MODIS cloud mask, support vector machine, and random forest. The comparison revealed that the CD-SLCNN method achieved the best performance, with a higher overall accuracy (95.6%, 95.36%, 94.27%) and mean intersection over union (77.82%, 77.94%, 77.23%) on the Landsat-8 OLI, MODIS, and Sentinel-2 data, respectively. The CD-SLCNN algorithm produced consistent results with a more accurate cloud contour on thick, thin, and broken clouds over a diverse underlying surface, and had a stable performance regarding bright surfaces, such as buildings, ice, and snow.",Environmental Sciences & Ecology; Geology; Remote Sensing; Imaging Science & Photographic Technology,yes,Landsat-8,Cloud Detection,Others,Classification,yes,95,,,,83.21,96.21,,84.27,,77.82,,,,,
J,"Ma, N; Sun, L; Zhou, CH; He, YW",Cloud Detection Algorithm for Multi-Satellite Remote Sensing Imagery Based on a Spectral Library and 1D Convolutional Neural Network,REMOTE SENSING,2021,ASTER spectral library; hyperspectral data; 1D convolutional neural network; cloud detection; data simulation; multi-satellite remote sensing images,"Automatic cloud detection in remote sensing images is of great significance. Deep-learning-based methods can achieve cloud detection with high accuracy; however, network training heavily relies on a large number of labels. Manually labelling pixel-wise level cloud and non-cloud annotations for many remote sensing images is laborious and requires expert-level knowledge. Different types of satellite images cannot share a set of training data, due to the difference in spectral range and spatial resolution between them. Hence, labelled samples in each upcoming satellite image are required to train a new deep-learning-based model. In order to overcome such a limitation, a novel cloud detection algorithm based on a spectral library and convolutional neural network (CD-SLCNN) was proposed in this paper. In this method, the residual learning and one-dimensional CNN (Res-1D-CNN) was used to accurately capture the spectral information of the pixels based on the prior spectral library, effectively preventing errors due to the uncertainties in thin clouds, broken clouds, and clear-sky pixels during remote sensing interpretation. Benefiting from data simulation, the method is suitable for the cloud detection of different types of multispectral data. A total of 62 Landsat-8 Operational Land Imagers (OLI), 25 Moderate Resolution Imaging Spectroradiometers (MODIS), and 20 Sentinel-2 satellite images acquired at different times and over different types of underlying surfaces, such as a high vegetation coverage, urban area, bare soil, water, and mountains, were used for cloud detection validation and quantitative analysis, and the cloud detection results were compared with the results from the function of the mask, MODIS cloud mask, support vector machine, and random forest. The comparison revealed that the CD-SLCNN method achieved the best performance, with a higher overall accuracy (95.6%, 95.36%, 94.27%) and mean intersection over union (77.82%, 77.94%, 77.23%) on the Landsat-8 OLI, MODIS, and Sentinel-2 data, respectively. The CD-SLCNN algorithm produced consistent results with a more accurate cloud contour on thick, thin, and broken clouds over a diverse underlying surface, and had a stable performance regarding bright surfaces, such as buildings, ice, and snow.",Environmental Sciences & Ecology; Geology; Remote Sensing; Imaging Science & Photographic Technology,yes,MODIS,Cloud Detection,Others,Classification,yes,95.36,,,,92.16,98.74,,83.78,,77.94,,,,,
J,"Ma, N; Sun, L; Zhou, CH; He, YW",Cloud Detection Algorithm for Multi-Satellite Remote Sensing Imagery Based on a Spectral Library and 1D Convolutional Neural Network,REMOTE SENSING,2021,ASTER spectral library; hyperspectral data; 1D convolutional neural network; cloud detection; data simulation; multi-satellite remote sensing images,"Automatic cloud detection in remote sensing images is of great significance. Deep-learning-based methods can achieve cloud detection with high accuracy; however, network training heavily relies on a large number of labels. Manually labelling pixel-wise level cloud and non-cloud annotations for many remote sensing images is laborious and requires expert-level knowledge. Different types of satellite images cannot share a set of training data, due to the difference in spectral range and spatial resolution between them. Hence, labelled samples in each upcoming satellite image are required to train a new deep-learning-based model. In order to overcome such a limitation, a novel cloud detection algorithm based on a spectral library and convolutional neural network (CD-SLCNN) was proposed in this paper. In this method, the residual learning and one-dimensional CNN (Res-1D-CNN) was used to accurately capture the spectral information of the pixels based on the prior spectral library, effectively preventing errors due to the uncertainties in thin clouds, broken clouds, and clear-sky pixels during remote sensing interpretation. Benefiting from data simulation, the method is suitable for the cloud detection of different types of multispectral data. A total of 62 Landsat-8 Operational Land Imagers (OLI), 25 Moderate Resolution Imaging Spectroradiometers (MODIS), and 20 Sentinel-2 satellite images acquired at different times and over different types of underlying surfaces, such as a high vegetation coverage, urban area, bare soil, water, and mountains, were used for cloud detection validation and quantitative analysis, and the cloud detection results were compared with the results from the function of the mask, MODIS cloud mask, support vector machine, and random forest. The comparison revealed that the CD-SLCNN method achieved the best performance, with a higher overall accuracy (95.6%, 95.36%, 94.27%) and mean intersection over union (77.82%, 77.94%, 77.23%) on the Landsat-8 OLI, MODIS, and Sentinel-2 data, respectively. The CD-SLCNN algorithm produced consistent results with a more accurate cloud contour on thick, thin, and broken clouds over a diverse underlying surface, and had a stable performance regarding bright surfaces, such as buildings, ice, and snow.",Environmental Sciences & Ecology; Geology; Remote Sensing; Imaging Science & Photographic Technology,yes,Sentinel-2,Cloud Detection,Others,Classification,yes,94.27,,,,91.61,96.84,,81.17,,77.23,,,,,
J,"Moncrieff, GR",Continuous Land Cover Change Detection in a Critically Endangered Shrubland Ecosystem Using Neural Networks,REMOTE SENSING,2022,land cover change; land cover monitoring; deep learning; Renosterveld; threatened ecosystems; Sentinel 2; planet labs,"Existing efforts to continuously monitor land cover change using satellite image time series have mostly focused on forested ecosystems in the tropics and the Northern Hemisphere. The notable difference in spectral reflectance that occurs following deforestation allows land cover change to be detected with relative accuracy. Less progress has been made in detecting change in low productivity or disturbance-prone vegetation such as grasslands and shrublands where natural dynamics can be difficult to distinguish from habitat loss. Renosterveld is a hyperdiverse, critically endangered shrubland ecosystem in South Africa with less than 5-10% of its original extent remaining in small, highly fragmented patches. I demonstrate that classification of satellite image time series using neural networks can accurately detect the transformation of Renosterveld within a few days of its occurrence and that trained models are suitable for operational continuous monitoring. A dataset of precisely dated vegetation change events between 2016 and 2021 was obtained from daily, high resolution Planet Labs satellite data. This dataset was then used to train 1D convolutional neural networks and Transformers to continuously detect land cover change events in time series of vegetation activity from Sentinel 2 satellite data. The best model correctly identified 89% of land cover change events at the pixel-level, achieving a f-score of 0.93, a 79% improvement over the f-score of 0.52 achieved using a method designed for forested ecosystems based on trend analysis. Models have been deployed to operational use and are producing updated detections of habitat loss every 10 days. There is great potential for continuous monitoring of habitat loss in non-forest ecosystems with complex natural dynamics. A key limiting step is the development of accurately dated datasets of land cover change events with which to train machine-learning classifiers.",Environmental Sciences & Ecology; Geology; Remote Sensing; Imaging Science & Photographic Technology,yes,Sentinel-2,Land Cover Change Detection,Vegetation,Classification,yes,99,93,96,89,,,,,,,,,,,
C,Pérez-Carabaza S.; Syrris V.; Kempeneers P.; Soille P.,CROP CLASSIFICATION FROM SENTINEL-2 TIME SERIES WITH TEMPORAL CONVOLUTIONAL NEURAL NETWORKS,International Geoscience and Remote Sensing Symposium (IGARSS),2021,Convolutional Neural Networks; Crop classification; Multi-temporal remote sensing images,"Automated crop identification tools are of interest to a wide range of applications related to the environment and agriculture including the monitoring of related policies such as the European Common Agriculture Policy. In this context, this work presents a parcel-based crop classification system which leverages on 1D convolutional neural network supervised learning capacity. For the training and evaluation of the model, we employ open and free data: (i) time series of Sentinel-2 optical data selected to cover the crop season of one year, and (ii) a cadastre-derived database providing detailed delineation of parcels. By considering the most dominant crop types and the temporal features of the optical data, the proposed lightweight approach discriminates a considerable number of crops with high accuracy. ©2021 IEEE",,yes,Sentinel-2,Crop classification,Agriculture,Classification,no,84.5,85.95,87.5,84.7,,,,,,,,,,,
J,"Kanwal, Rida; Rafaqat, Warda; Iqbal, Mansoor; Weiguo, Song",Data-Driven Approaches for Wildfire Mapping and Prediction Assessment Using a Convolutional Neural Network (CNN),REMOTE SENSING,2023,machine learning; wildfire assessment; CNN; random forest; fire occurrence,"As wildfires become increasingly perilous amidst Pakistan's expanding population and evolving environmental conditions, their global significance necessitates urgent attention and concerted efforts toward proactive measures and international cooperation. This research strives to comprehensively enhance wildfire prediction and management by implementing various measures to contribute to proactive mitigation in Pakistan. Additionally, the objective of this research was to acquire an extensive understanding of the factors that influence fire patterns in the country. For this purpose, we looked at the spatiotemporal patterns and causes of wildfires between 2000 and 2023 using descriptive analysis. The data analysis included a discussion on density-based clustering as well as the distribution of the data across four seasons over a period of six years. Factors that could indicate the probability of a fire occurrence such as weather conditions, terrain characteristics, and fuel availability encompass details about the soil, economy, and vegetation. We used a convolutional neural network (CNN) to extract features, and different machine learning (ML) techniques were implemented to obtain the best model for wildfire prediction. The majority of fires in the past six years have primarily occurred during the winter months in coastal locations. The occurrence of fires was accurately predicted by ML models such as random forest (RF), which outperformed competing models. Meanwhile, a CNN with 1D and 2D was used for more improvement in prediction by ML models. The accuracy increased from an 86.48 to 91.34 accuracy score by just using a CNN 1D. For more feature extraction, a CNN 2D was used on the same dataset, which led to state-of-the-art prediction results. A 96.91 accuracy score was achieved by further tuning the RF model on the total data. Data division by spatial and temporal changes was also used for the better prediction of fire, which can further be helpful for understanding the different prospects of wildfire. This research aims to advance wildfire prediction methodologies by leveraging ML techniques to explore the benefits and limitations of capturing complex patterns and relationships in large datasets. Policymakers, environmentalists, and scholars studying climate change can benefit greatly from the study's analytical approach, which may assist Pakistan in better managing and reducing wildfires.",Environmental Sciences & Ecology; Geology; Remote Sensing; Imaging Science & Photographic Technology,yes,CBERS-4A,Wildfire prediction,Geohazards,Classification,yes,91.56,91.92,90.35,,,,,,,,,,,,
J,"Zhang, YH; Ge, TT; Tian, W; Liou, YA","Debris Flow Susceptibility Mapping Using Machine-Learning Techniques in Shigatse Area, China",REMOTE SENSING,2019,debris flow susceptibility; remote sensing; GIS; oversampling methods; back propagation neural network; one-dimensional convolutional neural network; decision tree; random forest; extreme gradient boosting,"Debris flows have been always a serious problem in the mountain areas. Research on the assessment of debris flows susceptibility (DFS) is useful for preventing and mitigating debris flow risks. The main purpose of this work is to study the DFS in the Shigatse area of Tibet, by using machine learning methods, after assessing the main triggering factors of debris flows. Remote sensing and geographic information system (GIS) are used to obtain datasets of topography, vegetation, human activities and soil factors for local debris flows. The problem of debris flow susceptibility level imbalances in datasets is addressed by the Borderline-SMOTE method. Five machine learning methods, i.e., back propagation neural network (BPNN), one-dimensional convolutional neural network (1D-CNN), decision tree (DT), random forest (RF), and extreme gradient boosting (XGBoost) have been used to analyze and fit the relationship between debris flow triggering factors and occurrence, and to evaluate the weight of each triggering factor. The ANOVA and Tukey HSD tests have revealed that the XGBoost model exhibited the best mean accuracy (0.924) on ten-fold cross-validation and the performance was significantly better than that of the BPNN (0.871), DT (0.816), and RF (0.901). However, the performance of the XGBoost did not significantly differ from that of the 1D-CNN (0.914). This is also the first comparison experiment between XGBoost and 1D-CNN methods in the DFS study. The DFS maps have been verified by five evaluation methods: Precision, Recall, F1 score, Accuracy and area under the curve (AUC). Experiments show that the XGBoost has the best score, and the factors that have a greater impact on debris flows are aspect, annual average rainfall, profile curvature, and elevation.",Environmental Sciences & Ecology; Geology; Remote Sensing; Imaging Science & Photographic Technology,yes,MODIS,Debris Flow Susceptibility Mapping,Geohazards,Classification,no,90.6,90.1,91.4,90.6,,,,,,,,,,,
J,"Li, Qianjing; Tian, Jia; Tian, Qingjiu",Deep Learning Application for Crop Classification via Multi-Temporal Remote Sensing Images,AGRICULTURE-BASEL,2023,crop type classification; deep learning; multi-temporal; remote sensing,"The combination of multi-temporal images and deep learning is an efficient way to obtain accurate crop distributions and so has drawn increasing attention. However, few studies have compared deep learning models with different architectures, so it remains unclear how a deep learning model should be selected for multi-temporal crop classification, and the best possible accuracy is. To address this issue, the present work compares and analyzes a crop classification application based on deep learning models and different time-series data to exploit the possibility of improving crop classification accuracy. Using Multi-temporal Sentinel-2 images as source data, time-series classification datasets are constructed based on vegetation indexes (VIs) and spectral stacking, respectively, following which we compare and evaluate the crop classification application based on time-series datasets and five deep learning architectures: (1) one-dimensional convolutional neural networks (1D-CNNs), (2) long short-term memory (LSTM), (3) two-dimensional-CNNs (2D-CNNs), (4) three-dimensional-CNNs (3D-CNNs), and (5) two-dimensional convolutional LSTM (ConvLSTM2D). The results show that the accuracy of both 1D-CNN (92.5%) and LSTM (93.25%) is higher than that of random forest (similar to 91%) when using a single temporal feature as input. The 2D-CNN model integrates temporal and spatial information and is slightly more accurate (94.76%), but fails to fully utilize its multi-spectral features. The accuracy of 1D-CNN and LSTM models integrated with temporal and multi-spectral features is 96.94% and 96.84%, respectively. However, neither model can extract spatial information. The accuracy of 3D-CNN and ConvLSTM2D models is 97.43% and 97.25%, respectively. The experimental results show limited accuracy for crop classification based on single temporal features, whereas the combination of temporal features with multi-spectral or spatial information significantly improves classification accuracy. The 3D-CNN and ConvLSTM2D models are thus the best deep learning architectures for multi-temporal crop classification. However, the ConvLSTM architecture combining recurrent neural networks and CNNs should be further developed for multi-temporal image crop classification.",Agriculture,yes,Sentinel-2,Crop classification,Agriculture,Classification,no,96.84,,,,,,,96,,,,,,,
J,"Maier, PM; Keller, S; Hinz, S",Deep Learning with WASI Simulation Data for Estimating Chlorophyll a Concentration of Inland Water Bodies,REMOTE SENSING,2021,machine learning; regression; CNN; artificial neural network; radiative transfer model; WASI; hyperspectral data; algae; chlorophyll a; downsampling,"Information about the chlorophyll a concentration of inland water bodies is essential for water monitoring. This study focuses on estimating chlorophyll a with remote sensing data, and machine learning (ML) approaches on the real-world SpecWa dataset. We adapt and apply a one-dimensional convolutional neural network (1D CNN) as a deep learning architecture for the first time to address this estimation. Since such a DL approach requires a large amount of data for its training, we rely on simulation data generated by the Water Color Simulator (WASI). This simulation is prepared accordingly and includes a knowledge-based water composition with two origins of the chlorophyll a concentration. Therefore, the training data is independent of the real-world SpecWa dataset, which is challenging for any ML approach. We define two spectral downsampling approaches as a pre-processing step, representing the hyperspectral EnMAP satellite mission (SR-EnMAP) and the multispectral Sentinel-2 mission (SR-Sentinel). Subsequently, we train a Random Forest, an artificial neural network, a band-ratio approach, and the 1D CNN on the WASI-generated simulation training dataset. Finally, all ML models are evaluated on the real SpecWa dataset. For both downsampled data, the 1D CNN outperforms the other ML models. On the finer resolved SR-EnMAP data it achieves an R-2=81.9%, RMSE=12.4 mu g L-1, and MAE=6.7 mu g L-1. Besides, the 1D CNN's performance decreases on the SR-Sentinel data to R-2=62.4%. When focusing on the individual water bodies of the SpecWa dataset, the most significant differences exist between natural and artificial water bodies. We discover that the applied models estimate the chlorophyll a concentration of most natural water bodies satisfyingly. In sum, the newly DL approach can estimate the chlorophyll a values of unknown inland water bodies successfully, although it is trained on an entire simulation dataset.",Environmental Sciences & Ecology; Geology; Remote Sensing; Imaging Science & Photographic Technology,yes,Sentinel-2,Estimating Chlorophyll a Concentration of Inland Water Bodies,Water,Regression,no,,,,,,,,,,,,0.624,19.3,14.6,Chl-a (mg/m3)
J,"Ojaghi, S; Bouroubi, Y; Foucher, S; Bergeron, M; Seynat, C",Deep Learning-Based Emulation of Radiative Transfer Models for Top-of-Atmosphere BRDF Modelling Using Sentinel-3 OLCI,REMOTE SENSING,2023,deep learning; RTMSs; emulator; BRDF; 1D-CNN; PROSAIL; 6S; Sentinel-3 OLCI,"The Bidirectional Reflectance Distribution Function (BRDF) defines the anisotropy of surface reflectance and plays a fundamental role in many remote sensing applications. This study proposes a new machine learning-based model for characterizing the BRDF. The model integrates the capability of Radiative Transfer Models (RTMs) to generate simulated remote sensing data with the power of deep neural networks to emulate, learn and approximate the complex pattern of physical RTMs for BRDF modeling. To implement this idea, we used a one-dimensional convolutional neural network (1D-CNN) trained with a dataset simulated using two widely used RTMs: PROSAIL and 6S. The proposed 1D-CNN consists of convolutional, max poling, and dropout layers that collaborate to establish a more efficient relationship between the input and output variables from the coupled PROSAIL and 6S yielding a robust, fast, and accurate BRDF model. We evaluated the proposed approach performance using a collection of an independent testing dataset. The results indicated that the proposed framework for BRDF modeling performed well at four simulated Sentinel-3 OLCI bands, including Oa04 (blue), Oa06 (green), Oa08 (red), and Oa17 (NIR), with a mean correlation coefficient of around 0.97, and RMSE around 0.003 and an average relative percentage error of under 4%. Furthermore, to assess the performance of the developed network in the real domain, a collection of multi-temporals OLCI real data was used. The results indicated that the proposed framework has a good performance in the real domain with a coefficient correlation (R-2), 0.88, 0.76, 0.7527, and 0.7560 respectively for the blue, green, red, and NIR bands.",Environmental Sciences & Ecology; Geology; Remote Sensing; Imaging Science & Photographic Technology,yes,Sentinel-3,The Bidirectional Reflectance Distribution Function (BRDF) defines the surface reflectance anisotropy as a function of sun-surface-sensor geometry and surface and sensor properties.,Others,Regression,no,,,,,,,,,,,,0.97,3,,Reflectance
J,"Zhang, Hankui K.; Roy, David P.; Luo, Dong",Demonstration of large area land cover classification with a one dimensional convolutional neural network applied to single pixel temporal metric percentiles,REMOTE SENSING OF ENVIRONMENT,2023,Land cover; Time series; Temporal metric percentiles; Convolutional neural network; Random forest; Deep learning; Large area classification; Landsat,"Over large areas, land cover classification has conventionally been undertaken using satellite time series. Typically temporal metric percentiles derived from single pixel location time series have been used to take advantage of spectral differences among land cover classes over time and to minimize the impact of missing observations. Deep convolutional neural networks (CNNs) have demonstrated potential for land cover classification of single date images. However, over large areas and using time series their application is complicated because they are sensitive to missing observations and they may misclassify small and spatially fragmented surface features due to their spatial patch-based implementation. This study demonstrates, for the first time, a one-dimensional (1D) CNN single pixel time series land classification approach that uses temporal percentile metrics and that does not have these issues. This is demonstrated for all the Conterminous United States (CONUS) considering two different 1D CNN structures with 5 and 8 layers, respectively. CONUS 30 m land cover classifications were derived using all the available Landsat-5 and -7 imagery over a seven-month growing season in 2011 with 3.3 million 30 m land cover class labelled samples extracted from the contemporaneous CONUS National Land Cover Database (NLCD) 16 class land cover product. The 1D CNNs and, a conventional random forest model, were trained using 10%, 50% and 90% samples, and the classification accuracies were evaluated with an independent 10% proportion. Temporal metrics were classified using 5, 7 and 9 percentiles for each of five Landsat reflective wavelength bands and their eight band ratios. The CONUS and detailed 150 x 150 km classification results demonstrate that the approach is effective at scale and locally. The 1D CNN classification land cover class boundaries were preserved for small axis dimension features, such as roads and rivers, with no stripes or anomalous spatial patterns. The 8-layer 1D CNN provided the highest overall classification accuracies and both the 5-layer and 8-layer 1D CNN architectures provided higher accuracies than the random forest by 1.9% - 2.8% which as all the accuracies were > 83% is a meaningful increase. The CONUS overall classification accuracies increased marginally with the number of percentiles (86.21%, 86.40%, and 86.43% for 5, 7 and 9 percentiles, respectively) using the 8-layer 1D-CNN. Class specific producer and user accuracies were quantified, with lower accuracies for the developed land, crop and pasture/hay classes, but no systematic pattern among classes with respect to the number of temporal percentiles used. Application of the trained model to a different year of CONUS Landsat ARD showed moderately decreased accuracy (80.79% for 7 percentiles) that we illustrate is likely due to different intra-annual surface variations between years. These encouraging results are discussed with recommended research for deep learning using temporal metric percentiles.",Environmental Sciences & Ecology; Remote Sensing; Imaging Science & Photographic Technology,yes,Landsat-5,Demonstration of large area land cover classification,Vegetation,Classification,no,83,,,,,,,,,,,,,,
